Game,User ID,Type,Hours
8BitMMO,186310598,play,0.9
8BitMMO,188250158,play,0.4
8BitMMO,217289318,play,0.2
8BitMMO,218908889,play,0.5
8BitMMO,222008249,play,0.8
8BitMMO,245314153,play,0.2
8BitMMO,254201131,play,1.5
9 Clues 2 The Ward,60217594,play,5.1
9 Clues The Secret of Serpent Creek,11373749,play,4.2
9 Clues The Secret of Serpent Creek,60217594,play,3.3
9 Clues The Secret of Serpent Creek,138941587,play,3.4
9 Clues The Secret of Serpent Creek,147602462,play,0.3
9.03m,134516625,play,0.3
99 Levels To Hell,30246419,play,0.2
99 Levels To Hell,37422528,play,0.3
99 Levels To Hell,62990992,play,0.9
99 Levels To Hell,68719896,play,5.4
99 Levels To Hell,103731895,play,0.1
99 Spirits,65398650,play,3.9
A Bird Story,24721232,play,2
A Bird Story,30246419,play,1.2
A Bird Story,33865373,play,1.3
A Bird Story,62990992,play,1.7
A Bird Story,82385352,play,1.2
A Bird Story,136135322,play,1.2
A Bird Story,187463594,play,3
A Game of Thrones - Genesis,14544587,play,2.5
A Game of Thrones - Genesis,49342564,play,2.8
A Game of Thrones - Genesis,50744279,play,0.7
A Game of Thrones - Genesis,57103808,play,0.9
A Game of Thrones - Genesis,62990992,play,1.7
A Game of Thrones - Genesis,63441290,play,10.4
A Game of Thrones - Genesis,66052983,play,0.6
A Game of Thrones - Genesis,76892907,play,0.9
A Game of Thrones - Genesis,81151589,play,10.4
A Game of Thrones - Genesis,84513749,play,0.8
A Game of Thrones - Genesis,90104676,play,1.2
A Game of Thrones - Genesis,92612763,play,46
A Game of Thrones - Genesis,116617462,play,0.3
A Golden Wake,116876958,play,1.2
A New Beginning - Final Cut,30246419,play,10.5
A New Beginning - Final Cut,116876958,play,2.9
A New Beginning - Final Cut,130534025,play,8.4
A Story About My Uncle,20772968,play,1.9
A Story About My Uncle,38465050,play,8.1
A Story About My Uncle,100351493,play,0.7
A Story About My Uncle,156675178,play,2.9
A Valley Without Wind,33013552,play,1.2
A Valley Without Wind,36557643,play,0.4
A Valley Without Wind,47457723,play,1.3
A Valley Without Wind,49228258,play,1.7
A Valley Without Wind,71527252,play,1.2
A Valley Without Wind,138941587,play,0.9
A Valley Without Wind 2,975449,play,0.5
A Valley Without Wind 2,71527252,play,0.1
A Virus Named TOM,11403772,play,1.4
A Virus Named TOM,30246419,play,0.8
A Virus Named TOM,30912860,play,0.3
A Virus Named TOM,44472980,play,7.5
A Virus Named TOM,55426012,play,0.1
A Virus Named TOM,65117175,play,2.1
A Virus Named TOM,67579257,play,0.2
A Virus Named TOM,81439192,play,0.1
A Virus Named TOM,82263745,play,1.6
A Virus Named TOM,97298878,play,8.3
A Virus Named TOM,115671217,play,0.1
A Virus Named TOM,136135322,play,1
A Walk in the Dark,120116659,play,0.4
A Walk in the Dark,136135322,play,2.1
A-Train 8,42005897,play,0.1
A.R.E.S.,975449,play,2.1
A.R.E.S.,21061921,play,0.5
A.R.E.S.,24721232,play,8.2
A.R.E.S.,33013552,play,1.8
A.R.E.S.,49893565,play,2.7
A.R.E.S.,85497862,play,0.4
A.R.E.S.,93644606,play,7.1
A.R.E.S.,95132622,play,1.5
A.R.E.S.,116564064,play,1.7
A.R.E.S. Extinction Agenda EX,86469479,play,9.6
A.V.A - Alliance of Valiant Arms,11149819,play,1.8
A.V.A - Alliance of Valiant Arms,58345543,play,5.2
A.V.A - Alliance of Valiant Arms,88659639,play,0.7
A.V.A - Alliance of Valiant Arms,93189271,play,4.1
A.V.A - Alliance of Valiant Arms,98649241,play,3.4
A.V.A - Alliance of Valiant Arms,113196318,play,1.6
A.V.A - Alliance of Valiant Arms,113224251,play,36
A.V.A - Alliance of Valiant Arms,113546110,play,0.1
A.V.A - Alliance of Valiant Arms,117022366,play,0.8
A.V.A - Alliance of Valiant Arms,119937035,play,0.1
A.V.A - Alliance of Valiant Arms,129117376,play,3.6
A.V.A - Alliance of Valiant Arms,138482130,play,0.8
A.V.A - Alliance of Valiant Arms,141873792,play,1.4
A.V.A - Alliance of Valiant Arms,144824885,play,0.4
A.V.A - Alliance of Valiant Arms,152959594,play,11
A.V.A - Alliance of Valiant Arms,157469247,play,0.2
A.V.A - Alliance of Valiant Arms,165216496,play,0.4
A.V.A - Alliance of Valiant Arms,166753156,play,4.3
A.V.A - Alliance of Valiant Arms,167333229,play,1.9
A.V.A - Alliance of Valiant Arms,172381385,play,10.1
A.V.A - Alliance of Valiant Arms,175001491,play,0.4
A.V.A - Alliance of Valiant Arms,193129684,play,0.8
A.V.A - Alliance of Valiant Arms,193987636,play,1.4
A.V.A - Alliance of Valiant Arms,229229843,play,5.4
A.V.A - Alliance of Valiant Arms,231029951,play,2
A.V.A - Alliance of Valiant Arms,260320188,play,3.7
A.V.A - Alliance of Valiant Arms,276234796,play,7.5
AaAaAA!!! - A Reckless Disregard for Gravity,35701646,play,0.1
AaAaAA!!! - A Reckless Disregard for Gravity,49893565,play,0.7
AaAaAA!!! - A Reckless Disregard for Gravity,50818751,play,16
AaAaAA!!! - A Reckless Disregard for Gravity,51557405,play,0.3
AaAaAA!!! - A Reckless Disregard for Gravity,65117175,play,5.3
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,30912860,play,0.2
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,50818751,play,2.7
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,53091150,play,0.8
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,53875128,play,0.4
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,58345543,play,1.2
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,120523185,play,1.5
Abandoned Chestnut Lodge Asylum,60859695,play,5.7
Abducted,302980730,play,0.2
Aberoth,103638409,play,0.3
Aberoth,150751526,play,0.6
Aberoth,173859218,play,0.1
Aberoth,283111528,play,0.4
Absconding Zatwor,62990992,play,14
Absconding Zatwor,138941587,play,8.2
Absolute Drift,11940338,play,3
Absolute Drift,102825821,play,0.3
Absolute Drift,131940023,play,2.6
Abyss Odyssey,48798067,play,3.2
Abyss Odyssey,53898495,play,3.2
Abyss Odyssey,72842694,play,0.6
Abyss Odyssey,101687527,play,0.1
Abyss Odyssey,110881546,play,12.5
Abyss The Wraiths of Eden,11373749,play,6.8
ACE - Arena Cyber Evolution,17497581,play,0.5
ACE - Arena Cyber Evolution,17567828,play,0.2
ACE - Arena Cyber Evolution,26430231,play,0.2
ACE - Arena Cyber Evolution,55906572,play,0.6
ACE - Arena Cyber Evolution,72996988,play,0.4
ACE - Arena Cyber Evolution,117022366,play,0.2
ACE - Arena Cyber Evolution,126269125,play,0.4
ACE - Arena Cyber Evolution,128207897,play,3.1
ACE - Arena Cyber Evolution,167167647,play,0.4
ACE - Arena Cyber Evolution,174923254,play,0.3
ACE - Arena Cyber Evolution,180901075,play,0.1
ACE COMBAT ASSAULT HORIZON Enhanced Edition,17530772,play,5
ACE COMBAT ASSAULT HORIZON Enhanced Edition,22301321,play,0.7
ACE COMBAT ASSAULT HORIZON Enhanced Edition,59825286,play,8.1
ACE COMBAT ASSAULT HORIZON Enhanced Edition,66596291,play,0.3
ACE COMBAT ASSAULT HORIZON Enhanced Edition,72613527,play,3
ACE COMBAT ASSAULT HORIZON Enhanced Edition,81160212,play,0.6
ACE COMBAT ASSAULT HORIZON Enhanced Edition,98848653,play,2.8
ACE COMBAT ASSAULT HORIZON Enhanced Edition,101687527,play,4.9
ACE COMBAT ASSAULT HORIZON Enhanced Edition,134322141,play,7.7
ACE COMBAT ASSAULT HORIZON Enhanced Edition,163140792,play,3
ACE COMBAT ASSAULT HORIZON Enhanced Edition,165779930,play,2.6
Ace of Spades,19085114,play,0.2
Ace of Spades,22301321,play,1.5
Ace of Spades,30440303,play,8.3
Ace of Spades,33622085,play,4.1
Ace of Spades,35009482,play,29
Ace of Spades,36404933,play,2.3
Ace of Spades,36546868,play,0.2
Ace of Spades,38049880,play,10.5
Ace of Spades,38465050,play,65
Ace of Spades,43913966,play,0.8
Ace of Spades,45617627,play,0.8
Ace of Spades,46028967,play,0.4
Ace of Spades,50797633,play,17.2
Ace of Spades,59536273,play,7.9
Ace of Spades,64023574,play,3
Ace of Spades,65398650,play,2.9
Ace of Spades,66596291,play,1.1
Ace of Spades,68809194,play,4.8
Ace of Spades,72989129,play,0.5
Ace of Spades,78309377,play,2
Ace of Spades,80494893,play,0.4
Ace of Spades,80630217,play,5.9
Ace of Spades,82203951,play,0.3
Ace of Spades,86055705,play,10.3
Ace of Spades,87832209,play,27
Ace of Spades,88883891,play,2.4
Ace of Spades,91690667,play,3.9
Ace of Spades,91859894,play,4.3
Ace of Spades,92593907,play,1.1
Ace of Spades,92914917,play,1.2
Ace of Spades,95699780,play,0.3
Ace of Spades,103260848,play,2.4
Ace of Spades,103638409,play,2.6
Ace of Spades,104870123,play,9.4
Ace of Spades,107377573,play,0.6
Ace of Spades,108114779,play,13.6
Ace of Spades,110546832,play,4.7
Ace of Spades,113752996,play,1.9
Ace of Spades,116494569,play,10.1
Ace of Spades,116564064,play,10.9
Ace of Spades,116756674,play,9.5
Ace of Spades,117488479,play,20
Ace of Spades,118086742,play,0.4
Ace of Spades,118852041,play,3.3
Ace of Spades,119310413,play,0.3
Ace of Spades,122679931,play,11.1
Ace of Spades,122824133,play,48
Ace of Spades,127072755,play,0.2
Ace of Spades,127272741,play,8.3
Ace of Spades,129364343,play,21
Ace of Spades,130460859,play,0.7
Ace of Spades,137508279,play,0.1
Ace of Spades,137610845,play,3.2
Ace of Spades,148264060,play,0.4
Ace of Spades,149438233,play,2.7
Ace of Spades,149920224,play,7.7
Ace of Spades,150033540,play,13.3
Ace of Spades,150751526,play,7.9
Ace of Spades,152861732,play,0.5
Ace of Spades,154730370,play,1.1
Ace of Spades,156071982,play,4.9
Ace of Spades,160883669,play,17.1
Ace of Spades,161991221,play,0.3
Ace of Spades,166863117,play,22
Ace of Spades,181453879,play,5.3
Ace of Spades,188681523,play,7.1
Ace of Spades,211544205,play,9.8
Ace of Spades,213427457,play,12.4
Ace of Spades,222050169,play,2
Ace of Spades,231029951,play,1.2
Ace of Spades,247912887,play,3.6
Aces Wild Manic Brawling Action!,142793906,play,0.5
Aces Wild Manic Brawling Action!,154230723,play,0.2
Achron,36557643,play,0.3
Achron,56038151,play,0.3
Achron,90304490,play,2
Act of Aggression,40212239,play,4.2
Act of Aggression,46055854,play,9.6
Act of Aggression,50744279,play,2.3
Act of Aggression,54826284,play,0.9
Action! - Gameplay Recording and Streaming,62705916,play,129
Action! - Gameplay Recording and Streaming,71527252,play,83
Action! - Gameplay Recording and Streaming,191979928,play,57
Actual Sunlight,180901075,play,1.3
AdVenture Capitalist,9563573,play,1.1
AdVenture Capitalist,14544587,play,9
AdVenture Capitalist,14962163,play,144
AdVenture Capitalist,20464587,play,57
AdVenture Capitalist,24469287,play,2.1
AdVenture Capitalist,33651880,play,1095
AdVenture Capitalist,35009482,play,0.3
AdVenture Capitalist,43684632,play,344
AdVenture Capitalist,43908860,play,6
AdVenture Capitalist,45292137,play,2.8
AdVenture Capitalist,48525807,play,0.1
AdVenture Capitalist,49050405,play,0.1
AdVenture Capitalist,49767455,play,24
AdVenture Capitalist,50769696,play,1.8
AdVenture Capitalist,52435421,play,0.7
AdVenture Capitalist,54826284,play,37
AdVenture Capitalist,60217594,play,15.9
AdVenture Capitalist,61070572,play,4.3
AdVenture Capitalist,63276972,play,5.4
AdVenture Capitalist,65935023,play,16.5
AdVenture Capitalist,69856757,play,0.3
AdVenture Capitalist,77279068,play,247
AdVenture Capitalist,79017735,play,55
AdVenture Capitalist,80164199,play,76
AdVenture Capitalist,80630217,play,23
AdVenture Capitalist,81170946,play,0.5
AdVenture Capitalist,83135348,play,26
AdVenture Capitalist,83671083,play,0.4
AdVenture Capitalist,84455820,play,0.2
AdVenture Capitalist,88775181,play,8.1
AdVenture Capitalist,89286594,play,0.3
AdVenture Capitalist,92663477,play,2.4
AdVenture Capitalist,94269421,play,42
AdVenture Capitalist,95181268,play,0.2
AdVenture Capitalist,99264709,play,5.5
AdVenture Capitalist,99374297,play,3.2
AdVenture Capitalist,100311267,play,1.7
AdVenture Capitalist,100769089,play,1.5
AdVenture Capitalist,101000574,play,87
AdVenture Capitalist,103731895,play,1.8
AdVenture Capitalist,104120883,play,39
AdVenture Capitalist,105877396,play,80
AdVenture Capitalist,108264287,play,8.7
AdVenture Capitalist,110824765,play,17
AdVenture Capitalist,113227222,play,0.9
AdVenture Capitalist,113752996,play,11.9
AdVenture Capitalist,114727578,play,6.2
AdVenture Capitalist,115487966,play,68
AdVenture Capitalist,115567288,play,278
AdVenture Capitalist,117949868,play,0.7
AdVenture Capitalist,118693973,play,6.6
AdVenture Capitalist,118723066,play,27
AdVenture Capitalist,122679931,play,10.3
AdVenture Capitalist,123904490,play,1.5
AdVenture Capitalist,124641717,play,22
AdVenture Capitalist,125141344,play,1.5
AdVenture Capitalist,127220350,play,0.4
AdVenture Capitalist,127272741,play,119
AdVenture Capitalist,131973876,play,179
AdVenture Capitalist,137651115,play,8.1
AdVenture Capitalist,138941587,play,68
AdVenture Capitalist,142799594,play,0.2
AdVenture Capitalist,144071257,play,482
AdVenture Capitalist,144347801,play,0.1
AdVenture Capitalist,144824885,play,0.1
AdVenture Capitalist,148246305,play,18
AdVenture Capitalist,151015947,play,1.1
AdVenture Capitalist,152959594,play,4
AdVenture Capitalist,154230723,play,1.2
AdVenture Capitalist,154296520,play,81
AdVenture Capitalist,155919035,play,48
AdVenture Capitalist,158159336,play,6.7
AdVenture Capitalist,158429732,play,8.3
AdVenture Capitalist,158481258,play,52
AdVenture Capitalist,159484357,play,11.1
AdVenture Capitalist,159800136,play,0.9
AdVenture Capitalist,160427210,play,75
AdVenture Capitalist,161384593,play,4
AdVenture Capitalist,164511211,play,0.3
AdVenture Capitalist,165101762,play,0.1
AdVenture Capitalist,166604341,play,37
AdVenture Capitalist,167118460,play,122
AdVenture Capitalist,168324795,play,6.9
AdVenture Capitalist,170095814,play,85
AdVenture Capitalist,172434236,play,0.3
AdVenture Capitalist,174762197,play,255
AdVenture Capitalist,175001491,play,256
AdVenture Capitalist,175447188,play,133
AdVenture Capitalist,176929122,play,171
AdVenture Capitalist,179347474,play,4.8
AdVenture Capitalist,181385269,play,4.5
AdVenture Capitalist,182229935,play,65
AdVenture Capitalist,182961604,play,10.8
AdVenture Capitalist,186483761,play,0.2
AdVenture Capitalist,186903958,play,6.9
AdVenture Capitalist,188949150,play,20
AdVenture Capitalist,190191843,play,71
AdVenture Capitalist,191244808,play,0.9
AdVenture Capitalist,193196975,play,29
AdVenture Capitalist,194970068,play,0.1
AdVenture Capitalist,198914333,play,6.4
AdVenture Capitalist,200673341,play,7.6
AdVenture Capitalist,206982761,play,4.2
AdVenture Capitalist,210172601,play,3
AdVenture Capitalist,213720494,play,99
AdVenture Capitalist,215160630,play,53
AdVenture Capitalist,215208719,play,114
AdVenture Capitalist,216785107,play,39
AdVenture Capitalist,220680498,play,0.8
AdVenture Capitalist,221999937,play,0.5
AdVenture Capitalist,225392937,play,2.2
AdVenture Capitalist,226212066,play,2.1
AdVenture Capitalist,229556803,play,0.8
AdVenture Capitalist,232907046,play,3.6
AdVenture Capitalist,234024191,play,1.8
AdVenture Capitalist,235758386,play,0.4
AdVenture Capitalist,236596014,play,2.3
AdVenture Capitalist,236864282,play,0.8
AdVenture Capitalist,238311629,play,0.2
AdVenture Capitalist,238410719,play,1.8
AdVenture Capitalist,238808025,play,0.4
AdVenture Capitalist,242233654,play,1.3
AdVenture Capitalist,243664576,play,0.2
AdVenture Capitalist,244335912,play,3
AdVenture Capitalist,245314153,play,5.7
AdVenture Capitalist,245681889,play,0.2
AdVenture Capitalist,257820973,play,0.3
AdVenture Capitalist,259554515,play,0.5
AdVenture Capitalist,259614031,play,37
AdVenture Capitalist,259994621,play,0.9
AdVenture Capitalist,260265776,play,1.9
AdVenture Capitalist,274048748,play,77
AdVenture Capitalist,274785080,play,9
AdVenture Capitalist,283872900,play,185
AdVenture Capitalist,285972122,play,2.6
AdVenture Capitalist,293042025,play,8.9
AdVenture Capitalist,293600797,play,1.4
AdVenture Capitalist,298431593,play,0.4
AdVenture Capitalist,298715051,play,0.2
AdVenture Capitalist,304971849,play,11.1
AdVenture Capitalist,309404240,play,0.7
Adventure Chronicles The Search For Lost Treasure,158974308,play,0.7
Adventure Park,30246419,play,0.9
Adventure Time  Explore the Dungeon Because I DONT KNOW!,154230723,play,0.3
Adventurer Manager,86469479,play,21
Adventures of Bertram Fiddle Episode 1 A Dreadly Business,215748805,play,1.7
Adventures of Shuggy,36546868,play,5.9
Adventures of Shuggy,72978546,play,0.1
Adventures of Shuggy,99264709,play,0.1
Adventures of Shuggy,118541865,play,1.9
Adventures of Shuggy,155669429,play,0.3
Adventures of Shuggy,161366228,play,1
Aeon Command,39622853,play,0.3
Aeon Command,86469479,play,0.5
Aeon Command,101695880,play,0.5
Aerena,17495098,play,0.1
Aerena,65398650,play,5.5
Aerena,140825164,play,1
aerofly RC 7,68685708,play,0.2
Afterfall InSanity - Dirty Arena Edition,119239620,play,0.8
Afterfall InSanity - Dirty Arena Edition,135148415,play,0.1
Afterfall InSanity Extended Edition,11403772,play,1.9
Afterfall InSanity Extended Edition,20772968,play,2.2
Afterfall InSanity Extended Edition,60611062,play,0.5
Afterfall InSanity Extended Edition,61676491,play,0.5
Afterfall InSanity Extended Edition,62990992,play,1.9
Afterfall InSanity Extended Edition,80363319,play,3.9
Afterfall InSanity Extended Edition,89523414,play,2.1
Afterfall InSanity Extended Edition,93275329,play,0.2
Afterfall InSanity Extended Edition,100311267,play,0.2
Afterfall InSanity Extended Edition,103638409,play,0.3
Afterfall InSanity Extended Edition,106259770,play,1.9
Afterfall InSanity Extended Edition,108007732,play,2.1
Afterfall InSanity Extended Edition,111551727,play,1.5
Afterfall InSanity Extended Edition,116564064,play,0.6
Afterfall InSanity Extended Edition,116876958,play,2.4
Afterfall InSanity Extended Edition,118541865,play,7.5
Afterfall InSanity Extended Edition,119619506,play,2.2
Afterfall InSanity Extended Edition,132196353,play,0.1
Afterfall InSanity Extended Edition,138570935,play,0.1
Afterfall InSanity Extended Edition,138941587,play,2
Afterfall InSanity Extended Edition,152585209,play,3.9
Afterfall InSanity Extended Edition,155673786,play,0.5
Afterfall InSanity Extended Edition,158608850,play,1.2
Afterfall InSanity Extended Edition,159800136,play,2.4
Afterfall InSanity Extended Edition,169929928,play,1.8
Afterfall InSanity Extended Edition,170068207,play,4.8
Afterfall InSanity Extended Edition,173434036,play,0.3
Afterfall InSanity Extended Edition,180596443,play,2.6
Afterfall InSanity Extended Edition,182399789,play,2.1
Afterfall InSanity Extended Edition,198804975,play,2.1
Afterfall InSanity Extended Edition,205479294,play,1.9
Afterlife Empire,53875128,play,0.2
Aftermath,28472068,play,0.2
Aftermath,64611580,play,0.3
Aftermath,68540434,play,63
Aftermath,77980915,play,1.1
Aftermath,80511960,play,0.1
Aftermath,81746734,play,1.6
Aftermath,90272527,play,1
Aftermath,100311267,play,1.3
Aftermath,103638409,play,0.8
Aftermath,106147454,play,1.9
Aftermath,110658990,play,0.3
Aftermath,116876958,play,15.1
Aftermath,118554131,play,0.6
Aftermath,123904490,play,0.4
Aftermath,131539267,play,28
Aftermath,152956403,play,0.5
Aftermath,153017703,play,1.5
Aftermath,155673786,play,1.1
Aftermath,156879739,play,5.2
Aftermath,159994178,play,6.1
Aftermath,161384593,play,12.3
Aftermath,163281091,play,1.1
Aftermath,165101762,play,5
Aftermath,174226719,play,3.6
Aftermath,182771524,play,2.3
Aftermath,186642906,play,2.7
Aftermath,188509200,play,3.1
Aftermath,190060278,play,2
Aftermath,198573013,play,0.2
Aftermath,201793161,play,0.3
